cohort,source,model,scale,weight,iterate,converged,a,beta,c,b,m,h2,r,theta,weighted_R2
1860-1919,literal_raw_birth_rule,ph_fixed,log,student_corr,False,True,-0.7426325453985827,-0.3039066192765886,0.3039066192765886,0.7379297716492359,0.4758595432984717,0.47585954329847174,0.9999999999999999,1.0,0.760711766265807
1860-1919,literal_raw_birth_rule,ph_fixed,level,student_corr,False,True,-0.8489704985863169,-0.33697373438603145,0.3369737343860314,0.7139275914029765,0.42785518280595286,0.4278551828059529,0.9999999999999999,1.0,0.47251543260061557
1860-1919,literal_raw_birth_rule,ph_free,log,student_corr,False,True,-0.7840025551477056,-0.2947996225439951,0.03452673771492649,0.7446807897592098,0.48936157951841974,0.9034105008083272,0.5416824124587473,0.5053902767313849,0.7714571174181408
1860-1919,literal_raw_birth_rule,ph_free,level,student_corr,False,True,-1.1750960694719916,-0.18271894501049515,0.18271894501049518,0.8330022422764156,0.6660044845528311,0.6660044845528312,0.9999999999999999,0.46364449519297185,0.7976296565162725
1860-1919,literal_raw_birth_rule,genetic,log,student_corr,False,True,-0.773777197264546,-0.29630141403243093,0.0,0.743563273835534,0.4871265476710681,0.46126747541590435,0.22469563285229877,1.0,0.7713524687512948
1860-1919,literal_raw_birth_rule,genetic,level,student_corr,False,True,-1.1330276135696336,-0.18564670837054686,0.0,0.8305669755145875,0.661133951029175,0.3220567155917513,0.21292262883465388,1.0,0.7391261651035196
1860-1919,literal_raw_birth_rule,unrestricted,log,student_log,False,True,-1.3417002889056409,-0.11866361828753398,0.38507812469901515,0.8881064933048491,0.7762129866096983,0.2614008335762274,1.6105519836728446,1.0,0.8020440518344553
1860-1919,literal_raw_birth_rule,unrestricted,level,student_log,False,True,-1.363558687747676,-0.11144915459273698,0.4180377082718642,0.894536873338621,0.789073746677242,0.25574902467435673,1.7175635745523699,1.0,0.8603713933116719
1860-1919,literal_raw_birth_rule,ph_fixed,log,student_log,False,True,-0.7144995701020164,-0.29474899817348704,0.2947489981734871,0.7447184897096809,0.48943697941936176,0.4894369794193618,0.9999999999999999,1.0,0.12658705984641916
1860-1919,literal_raw_birth_rule,ph_fixed,level,student_log,False,True,-0.9192848930362862,-0.35752950415190266,0.35752950415190277,0.6994020633735943,0.3988041267471886,0.3988041267471887,0.9999999999999999,1.0,0.42814796761739715
1860-1919,literal_raw_birth_rule,ph_free,log,student_log,False,True,-1.1590835287306185,-0.15917506055881142,0.15917506055881145,0.8528470460196518,0.7056940920393036,0.7056940920393037,0.9999999999999999,0.4446312037923028,0.7495245698295305
1860-1919,literal_raw_birth_rule,ph_free,level,student_log,False,True,-1.1053196473900926,-0.181821340347609,0.18182134034760897,0.8337502846462127,0.6675005692924254,0.6675005692924255,0.9999999999999999,0.4960370727739275,0.7699345656054629
1860-1919,literal_raw_birth_rule,genetic,log,student_log,False,True,-1.0729211488122627,-0.17245241156717758,0.0,0.8415983382048029,0.6831966764096059,0.3420080005362644,0.23365872927187056,1.0,0.6545677846430298
1860-1919,literal_raw_birth_rule,genetic,level,student_log,False,True,-1.0201891738819198,-0.18509761963673707,0.0,0.8310231557137595,0.6620463114275191,0.3605267314803002,0.23868539274755238,1.0,0.5953069548540597
1860-1919,literal_raw_birth_rule,unrestricted,log,binary_corr,False,True,-0.46113452995367665,-0.3677575947372685,-0.18237331834705112,0.6922849748721523,0.3845699497443047,0.6305678414291952,0.15374857009009446,1.0,0.8127327120946346
1860-1919,literal_raw_birth_rule,unrestricted,level,binary_corr,False,True,-1.215634824054296,-0.1997952430467126,0.33887468401128235,0.8188984110565275,0.637796822113055,0.2965217154144737,1.2984307823132006,1.0,0.7885465052920555
1860-1919,literal_raw_birth_rule,ph_fixed,log,binary_corr,False,True,-0.4909625680713731,-0.364124190073375,0.16358500944214582,0.69480490151294,0.38960980302588,0.6120369832972534,0.636578856602616,1.0,0.8094556041005122
1860-1919,literal_raw_birth_rule,ph_fixed,level,binary_corr,False,True,-0.8194565552853629,-0.32803815482498794,0.32803815482498794,0.7203355349046989,0.44067106980939774,0.4406710698093978,0.9999999999999999,1.0,0.5702362238664991
1860-1919,literal_raw_birth_rule,ph_free,log,binary_corr,False,True,-0.49396466425758706,-0.36345226866546015,0.0,0.6952719126804209,0.39054382536084176,0.9999999999999999,0.3905438253608418,0.6102023446626014,0.8118613590470434
1860-1919,literal_raw_birth_rule,ph_free,level,binary_corr,False,True,-1.166340022441865,-0.20772321255551637,0.20772321255551646,0.812431876537007,0.624863753074014,0.6248637530740141,0.9999999999999999,0.4985166079188384,0.7829195802451568
1860-1919,literal_raw_birth_rule,genetic,log,binary_corr,False,True,-0.49396466652028276,-0.36345226855354573,0.0,0.6952719127582319,0.39054382551646377,0.610202343281899,0.23831075748442332,1.0,0.8118613590470434
1860-1919,literal_raw_birth_rule,genetic,level,binary_corr,False,True,-1.1303913498025653,-0.2111292834410717,0.0,0.8096693832704938,0.6193387665409875,0.322906862154929,0.1999887377146544,1.0,0.7555741982981227
1860-1919,literal_raw_birth_rule,unrestricted,log,binary_log,False,True,-1.30493146768782,-0.13722824835003666,0.3587855583981554,0.871771223078637,0.7435424461572739,0.2711911197632458,1.4960375403741084,1.0,0.7221140757438098
1860-1919,literal_raw_birth_rule,unrestricted,level,binary_log,False,True,-1.405439997868234,-0.10498440062514952,0.43856173957518163,0.9003385671955237,0.8006771343910475,0.24525911921897,1.7919060078128557,1.0,0.8381488093707078
1860-1919,literal_raw_birth_rule,ph_fixed,log,binary_log,False,True,-0.6869045367793456,-0.2855968581260075,0.28559685812600755,0.7515655424228103,0.5031310848456204,0.5031310848456205,0.9999999999999999,1.0,0.2260444530585991
1860-1919,literal_raw_birth_rule,ph_fixed,level,binary_log,False,True,-0.8985191345085441,-0.3515650355468455,0.35156503554684543,0.7035860903678739,0.40717218073574785,0.4071721807357479,0.9999999999999999,1.0,0.1876415162619267
1860-1919,literal_raw_birth_rule,ph_free,log,binary_log,False,True,-1.1853626768143792,-0.1612093685186206,0.16120936851862055,0.851113856004277,0.7022277120085542,0.7022277120085543,0.9999999999999999,0.4352367577174879,0.6970774495102147
1860-1919,literal_raw_birth_rule,ph_free,level,binary_log,False,True,-1.1721170928949336,-0.15992603203086778,0.1599260320308678,0.8522068226428976,0.7044136452857951,0.7044136452857952,0.9999999999999999,0.43967143843183176,0.7239253578906951
1860-1919,literal_raw_birth_rule,genetic,log,binary_log,False,True,-1.119477860878236,-0.1713806869549217,0.0,0.8425007833574527,0.6850015667149055,0.3264502025529052,0.2236189002031383,1.0,0.6414808383831563
1860-1919,literal_raw_birth_rule,genetic,level,binary_log,False,True,-1.136525241307594,-0.15566980432534755,0.0,0.855841738960682,0.711683477921364,0.3209322487196998,0.22840217894596015,1.0,0.5753492357889767
1860-1919,literal_raw_birth_rule,unrestricted,log,inverse_se_corr,False,True,-0.8017135916243198,-0.29487153278690226,0.05247724183664924,0.7446272415080869,0.4892544830161738,0.4485596570950301,0.5694933960441579,1.0,0.7857320782256209
1860-1919,literal_raw_birth_rule,unrestricted,level,inverse_se_corr,False,True,-1.2725559017812982,-0.16500278095512963,0.35717577441617776,0.8478913461368487,0.6957826922736974,0.2801147602401223,1.4237602923459973,1.0,0.8399838758563501
1860-1919,literal_raw_birth_rule,ph_fixed,log,inverse_se_corr,False,True,-0.7515518201255376,-0.30677376908356957,0.30677376908356946,0.735817046643745,0.47163409328749,0.47163409328749006,0.9999999999999999,1.0,0.7709434921408826
1860-1919,literal_raw_birth_rule,ph_fixed,level,inverse_se_corr,False,True,-0.8768706028287956,-0.34525259570317685,0.3452525957031769,0.7080414826415637,0.4160829652831275,0.41608296528312755,0.9999999999999999,1.0,0.5474705525574209
1860-1919,literal_raw_birth_rule,ph_free,log,inverse_se_corr,False,True,-0.8017135820098715,-0.2948715342893633,0.0524772239938189,0.7446272403893135,0.48925448077862704,0.8591047942987811,0.5694933656818509,0.5221245002756705,0.785732078225621
1860-1919,literal_raw_birth_rule,ph_free,level,inverse_se_corr,False,True,-1.1525543716771278,-0.18874500821170184,0.18874500821170184,0.8279976123703678,0.6559952247407357,0.6559952247407358,0.9999999999999999,0.48145014108504025,0.8176635313808975
1860-1919,literal_raw_birth_rule,genetic,log,inverse_se_corr,False,True,-0.7808045834052899,-0.29792521583452714,0.0,0.7423568542097723,0.48471370841954453,0.4580373337714438,0.2220169746469572,1.0,0.7854170222226173
1860-1919,literal_raw_birth_rule,genetic,level,inverse_se_corr,False,True,-1.0901375100454875,-0.19338463338372266,0.0,0.8241649118278604,0.6483298236557208,0.3361702637400053,0.2179492078088548,1.0,0.7472025905086097
1860-1919,literal_raw_birth_rule,unrestricted,log,inverse_se_log,False,True,-1.1955161465276034,-0.17310785217972802,0.2888103077338602,0.8410469012113304,0.6820938024226608,0.3025477549016258,1.2453235613095317,1.0,0.7413343471373557
1860-1919,literal_raw_birth_rule,unrestricted,level,inverse_se_log,False,True,-1.3439602820926966,-0.12574994358601066,0.3959410303257827,0.8818353277957193,0.7636706555914385,0.26081073653206766,1.6204295829739852,1.0,0.847628091008343
1860-1919,literal_raw_birth_rule,ph_fixed,log,inverse_se_log,False,True,-0.7130667139900259,-0.2942779274546206,0.2942779274546206,0.7450693874263125,0.4901387748526249,0.49013877485262497,0.9999999999999999,1.0,0.4590630323520394
1860-1919,literal_raw_birth_rule,ph_fixed,level,inverse_se_log,False,True,-0.9128162416820619,-0.35568099999901076,0.35568099999901076,0.7006961066459878,0.40139221329197555,0.4013922132919756,0.9999999999999999,1.0,0.43345439479862813
1860-1919,literal_raw_birth_rule,ph_free,log,inverse_se_log,False,True,-1.1232444629868028,-0.1873506368646342,0.18735063686463427,0.8291529538168105,0.6583059076336211,0.6583059076336212,0.9999999999999999,0.4940300604593393,0.7355847441292502
1860-1919,literal_raw_birth_rule,ph_free,level,inverse_se_log,False,True,-1.128686339901837,-0.1785856259373876,0.17858562593738767,0.8364524317874016,0.6729048635748031,0.6729048635748032,0.9999999999999999,0.48068888884979166,0.7800272959792341
1860-1919,literal_raw_birth_rule,genetic,log,inverse_se_log,False,True,-1.0170100317261523,-0.20510066801141355,0.0,0.8145653116137672,0.6291306232275343,0.3616747210547667,0.22754064266283003,1.0,0.6959555364285093
1860-1919,literal_raw_birth_rule,genetic,level,inverse_se_log,False,True,-1.0535186303906448,-0.18102680676555796,0.0,0.8344129904825668,0.6688259809651337,0.34870861122140373,0.23322537897114476,1.0,0.6378078302216963
1860-1919,literal_raw_birth_rule,unrestricted,log,N_rho2,False,True,-1.3422038240018146,-0.11884674653717517,0.38073839297587675,0.8879438708080762,0.7758877416161525,0.26126924221556735,1.598771483457548,1.0,0.7936454764552978
1860-1919,literal_raw_birth_rule,unrestricted,level,N_rho2,False,True,-1.3676223839495525,-0.11029392472042354,0.4161984370510291,0.8955708661913098,0.7911417323826195,0.25471184714863637,1.7157052843462686,1.0,0.8543714347958639
1860-1919,literal_raw_birth_rule,ph_fixed,log,N_rho2,False,True,-0.7115315896797969,-0.2937727318321927,0.2937727318321926,0.745445888314538,0.49089177662907596,0.490891776629076,0.9999999999999999,1.0,0.10426550909196697
1860-1919,literal_raw_birth_rule,ph_fixed,level,N_rho2,False,True,-0.915520647309121,-0.35645485925734804,0.35645485925734804,0.7001540762312563,0.40030815246251245,0.4003081524625125,0.9999999999999999,1.0,0.3905802599596421
1860-1919,literal_raw_birth_rule,ph_free,log,N_rho2,False,True,-1.1680067021147502,-0.1573012230749087,0.15730122307490876,0.85444664100499,0.70889328200998,0.7088932820099801,0.9999999999999999,0.438692564756576,0.742351085513946
1860-1919,literal_raw_birth_rule,ph_free,level,N_rho2,False,True,-1.1151696252966985,-0.1783322831081374,0.17833228310813742,0.8366643678581122,0.6733287357162243,0.6733287357162244,0.9999999999999999,0.48692361323568156,0.7604166662132325
1860-1919,literal_raw_birth_rule,genetic,log,N_rho2,False,True,-1.0873666954573042,-0.1695965437716869,0.0,0.8440052670950671,0.6880105341901342,0.3371030208626475,0.23193042946081807,1.0,0.6496368870929226
1860-1919,literal_raw_birth_rule,genetic,level,N_rho2,False,True,-1.0394681111578508,-0.1798301097534005,0.0,0.8354121277282236,0.6708242554564473,0.3536427305663642,0.23723212142976627,1.0,0.5865162884968109
